deptid,reasonid,department,reason,deptshort,good,NumberHits,childid,first_name,familyid,last_name,age,divorcedparents,addressid1,Street,number,city,country,iso2Country,iso3Country,eu,addressid2,street2,number2
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114351,Liane,430060,Jarrett,12,0,351060,Kedzie Lane,142,Tilburg,Netherlands,NL,NLD,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114234,Hunt,429989,Sickling,16,0,350989,Sherman Lane,21,Colorado Springs,United States,US,USA,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103403,Dallas,423323,Demongeot,8,0,344323,Delladonna Way,157,Bochum,Germany,DE,DEU,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108684,Florina,426586,Ferrarone,10,0,347586,Fieldstone Court,173,Balrothery,Ireland,IE,IRL,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117091,Karita,431732,Dohmann,1,1,352732,Donald Junction,169,Köln,Germany,DE,DEU,Y,787808,Mosinee Court,209
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102716,Vivianne,422897,Dotterill,14,0,343897,Dottie Street,2,Kiel,Germany,DE,DEU,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111193,Flori,428125,Shimony,15,0,349125,Shelley Road,37,San Rafael,United States,US,USA,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109456,Silvanus,427065,Roderham,16,0,348065,Riverside Road,184,Hörby,Sweden,SE,SWE,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117048,Valentijn,431705,Assaf,4,0,352705,Anderson Avenue,166,Thetford-Mines,Canada,CA,CAN,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103617,Ketti,423455,Beckinsall,1,0,344455,Badeau Trail,150,Leticia,Colombia,CO,COL,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109552,Justinian,427125,MacCostigan,12,0,348125,Maryland Place,126,Kuryłówka,Poland,PL,POL,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102087,Phaedra,422518,Christophers,2,0,343518,Clemons Pass,225,Roissy Charles-de-Gaulle,France,FR,FRA,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117446,Bartholemy,431947,Branscombe,18,1,352947,Brickson Park Park,52,Osek nad Bečvou,Czech Republic,CZ,CZE,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100797,Rudyard,421726,McRobert,11,1,342726,Mitchell Drive,130,Wyszogród,Poland,PL,POL,Y,786575,Lakewood Pass,145
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110894,Melicent,427938,Barajaz,17,0,348938,Arizona Hill,138,Buenavista,Colombia,CO,COL,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116361,Ulises,431276,Isaq,5,0,352276,John Wall Pass,149,'s-Hertogenbosch,Netherlands,NL,NLD,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115432,Mina,430708,Gadsden,6,0,351708,Gerald Court,177,Hobaramachi,Japan,JP,JPN,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109659,Carma,427188,Prozillo,6,0,348188,Prairieview Center,73,Gwangjeok,South Korea,KR,KOR,N,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111888,Papageno,428543,Dorton,10,0,349543,Dottie Place,40,Kiel,Germany,DE,DEU,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116281,Jessi,431225,Reimer,0,1,352225,Reindahl Point,108,Vällingby,Sweden,SE,SWE,Y,787744,Ruskin Crossing,50
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103659,Wait,423487,Gask,6,0,344487,Glendale Pass,77,Kaseda-shirakame,Japan,JP,JPN,N,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105351,Ranee,424515,Waud,17,0,345515,Vermont Drive,145,Florence,United States,US,USA,N,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,107510,Berny,425844,Heaker,3,1,346844,Hollow Ridge Plaza,82,La Esperanza,Mexico,MX,MEX,N,787076,Reinke Place,154
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,112071,Betty,428658,Jezard,0,0,349658,Kenwood Junction,69,Alkmaar,Netherlands,NL,NLD,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110339,Marysa,427587,Gavaghan,7,0,348587,Golden Leaf Parkway,160,Kikuchi,Japan,JP,JPN,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117260,Garry,431840,Sharvill,18,0,352840,Service Lane,89,Petaluma,United States,US,USA,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,115826,Lora,430959,Gunny,3,0,351959,Havey Court,227,20 de Noviembre,Mexico,MX,MEX,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112797,Inge,429100,Mugglestone,11,0,350100,Myrtle Parkway,32,Ínfias,Portugal,PT,PRT,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116205,Jason,431180,Hasty,5,0,352180,Hoard Way,29,Buenavista,Mexico,MX,MEX,N,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111626,Merrile,428385,Navaro,1,1,349385,Nevada Parkway,167,Seixo,Portugal,PT,PRT,Y,787373,Hoffman Crossing,162
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117435,Novelia,431941,Meade,7,0,352941,Mockingbird Circle,146,Zmiennica,Poland,PL,POL,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117237,Aubert,431822,Caulcutt,4,0,352822,Center Hill,159,Troyes,France,FR,FRA,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105551,Drusie,424636,Moncey,10,1,345636,Morningstar Point,199,Castelões,Portugal,PT,PRT,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113750,Adolpho,429679,McDermot,0,1,350679,Merry Way,210,Szczerców,Poland,PL,POL,Y,787551,Ramsey Alley,241
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106438,Howard,425190,Cribbott,17,0,346190,Crowley Junction,234,Freiburg im Breisgau,Germany,DE,DEU,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112782,Annabal,429092,Mordin,11,1,350092,Mosinee Park,101,Lama,Portugal,PT,PRT,Y,787465,Westerfield Plaza,44
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101139,Sybil,421941,Feely,15,0,342941,Farragut Court,127,Évosmos,Greece,GR,GRC,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104111,Katheryn,423767,Fritter,5,0,344767,Gale Pass,64,Fukushima-shi,Japan,JP,JPN,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100500,Ainslie,421550,Godfroy,6,1,342550,Green Ridge Street,69,Toyama-shi,Japan,JP,JPN,N,786551,Loeprich Plaza,101
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117758,Rubi,432151,Czajkowska,17,1,353151,David Street,69,Bremen,Germany,DE,DEU,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103232,Francoise,423219,Bearn,18,0,344219,Autumn Leaf Road,70,Hobo,Colombia,CO,COL,N,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105880,Zacharias,424843,Chippindale,2,0,345843,Clarendon Parkway,84,Paris 09,France,FR,FRA,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103686,Maurice,423505,Corneille,4,0,344505,Cordelia Circle,202,La Tour-du-Pin,France,FR,FRA,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110844,Ina,427906,Dymidowicz,12,1,348906,Eastwood Hill,106,Agía Triáda,Greece,GR,GRC,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102251,Ardys,422612,Durbridge,12,0,343612,East Place,188,Erfurt,Germany,DE,DEU,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104071,Westley,423742,Forber,4,0,344742,Forest Trail,180,Reggio Calabria,Italy,IT,ITA,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102598,Nicolas,422818,Ableson,14,0,343818,2nd Crossing,11,Sankt Lorenzen im Mürztal,Austria,AT,AUT,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117942,Donnell,432264,Englefield,10,0,353264,Esker Center,123,Mégara,Greece,GR,GRC,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,107169,Nelie,425630,Este,4,0,346630,Everett Terrace,31,Oinófyta,Greece,GR,GRC,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110571,Silvan,427729,Setterington,13,0,348729,Scott Street,203,Oceanside,United States,US,USA,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114242,Hollis,429994,Alenikov,18,1,350994,6th Terrace,107,Richmond,Canada,CA,CAN,N,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108336,Pavia,426380,Troutbeck,6,1,347380,Toban Drive,122,Newark,United States,US,USA,N,787123,Mendota Road,5
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100590,Theodoric,421600,Ronaldson,3,0,342600,Roth Avenue,75,Billdal,Sweden,SE,SWE,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113473,Marv,429506,Stutte,12,0,350506,Summit Court,146,Evansville,United States,US,USA,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100397,Hadley,421485,Reucastle,9,0,342485,Ridge Oak Lane,95,Knivsta,Sweden,SE,SWE,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114523,Nerita,430160,Staden,18,0,351160,Stephen Parkway,21,Saint Augustine,United States,US,USA,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116312,Cullin,431246,Braxay,1,0,352246,Brown Court,203,Planá,Czech Republic,CZ,CZE,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,113187,Weidar,429334,Brandli,12,0,350334,Brickson Park Crossing,217,Opatovice nad Labem,Czech Republic,CZ,CZE,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109222,Anallise,426919,Snelson,13,0,347919,Spenser Crossing,59,Daytona Beach,United States,US,USA,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,111033,Rosie,428023,Keoghane,8,0,349023,Lakeland Hill,105,Zaandam,Netherlands,NL,NLD,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104942,Brennen,424270,Saye,7,0,345270,Saint Paul Pass,222,Birmingham,United States,US,USA,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,115837,Lorant,430965,Manuele,9,0,351965,Meadow Valley Pass,144,Pecna,Poland,PL,POL,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103690,Marianna,423506,Kliemann,2,0,344506,Leroy Way,65,Schiedam postbusnummers,Netherlands,NL,NLD,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,116965,Millisent,431652,Driuzzi,14,1,352652,Dryden Plaza,190,Saarbrücken,Germany,DE,DEU,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115661,Gustav,430858,Moatt,8,0,351858,Morning Road,139,Bemposta,Portugal,PT,PRT,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114557,Kordula,430179,Steven,6,0,351179,Stuart Crossing,26,Marietta,United States,US,USA,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116608,Gannie,431424,Wivell,7,0,352424,Waxwing Avenue,200,Arlington,United States,US,USA,N,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,106237,Quent,425063,Camacke,8,0,346063,Canary Center,57,Paltamo,Finland,FI,FIN,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117976,Sigmund,432287,Wettern,2,0,353287,Vidon Center,119,Amarillo,United States,US,USA,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117859,Zak,432216,Lenoir,11,0,353216,Lyons Avenue,53,Brzeźnica,Poland,PL,POL,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102265,Hartwell,422624,Beseke,4,0,343624,Basil Pass,14,Santuario,Colombia,CO,COL,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102406,Sibelle,422707,Rohlf,13,1,343707,Rockefeller Point,89,Skanör,Sweden,SE,SWE,Y,786686,Mayfield Plaza,194
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106940,Sarah,425492,Sneden,9,1,346492,Spenser Avenue,72,Daytona Beach,United States,US,USA,N,787037,Novick Junction,209
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109444,Tobias,427059,Cunio,3,0,348059,Dapin Trail,108,Nürnberg,Germany,DE,DEU,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,108830,Ken,426672,Shilling,17,0,347672,Shelley Lane,250,San Jose,United States,US,USA,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109304,Jourdan,426968,Insko,12,0,347968,Jenna Plaza,21,Venlo,Netherlands,NL,NLD,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101375,Renard,422092,Draude,8,0,343092,Drewry Place,36,Saarbrücken,Germany,DE,DEU,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,118291,Gilburt,432483,Brigg,6,0,353483,Buell Parkway,33,Smečno,Czech Republic,CZ,CZE,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,107611,Jason,425909,Relton,16,0,346909,Reinke Avenue,49,Älvsjö,Sweden,SE,SWE,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110500,Baryram,427688,Shimman,7,0,348688,Shelley Pass,216,San Jose,United States,US,USA,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,118328,Rozina,432506,Gianetti,5,0,353506,Graceland Lane,26,Nakano,Japan,JP,JPN,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,108813,Tisha,426663,Dickens,3,0,347663,Di Loreto Terrace,218,Essen,Germany,DE,DEU,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105904,Rosalind,424858,Gartsyde,7,0,345858,Glendale Park,150,Kasama,Japan,JP,JPN,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,116908,Selma,431623,Orlton,12,1,352623,Novick Pass,103,Vermelha,Portugal,PT,PRT,Y,787793,Schiller Center,32
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110915,Marita,427952,Garrigan,10,0,348952,Glendale Avenue,90,Kamirenjaku,Japan,JP,JPN,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,113110,Titos,429293,Cordey,1,0,350293,Corben Pass,214,Cluses,France,FR,FRA,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104319,Juditha,423896,Mardlin,9,0,344896,Melby Place,19,Podwilk,Poland,PL,POL,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117085,Roderic,431728,Todd,12,0,352728,Talmadge Street,103,Young America,United States,US,USA,N,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106870,Tallie,425451,Welbourn,3,1,346451,Vernon Place,69,Knoxville,United States,US,USA,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,108905,Teodor,426719,Deniso,5,0,347719,Dennis Hill,16,Bochum,Germany,DE,DEU,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117814,Aron,432189,Ishaki,8,1,353189,John Wall Place,167,'s-Hertogenbosch,Netherlands,NL,NLD,Y,787859,Sachtjen Park,96
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112320,Frances,428807,Menier,9,1,349807,Monica Place,208,Żurowa,Poland,PL,POL,Y,787428,Texas Court,64
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114007,Rowena,429837,Pearch,17,0,350837,Orin Way,21,Afonsoeiro,Portugal,PT,PRT,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,102976,Micah,423057,Kirke,12,0,344057,Lerdahl Crossing,139,Ridderkerk,Netherlands,NL,NLD,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106945,Yehudit,425494,Chatfield,7,0,346494,Chive Alley,21,Ivry-sur-Seine,France,FR,FRA,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115551,Carlynne,430785,Scholar,16,0,351785,Schiller Point,28,Peoria,United States,US,USA,N,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114912,Hillie,430391,Chidley,6,1,351391,Claremont Road,19,Noisy-le-Grand,France,FR,FRA,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,107980,Anderea,426152,Bedbury,1,1,347152,Banding Center,186,Los Andes,Colombia,CO,COL,N,787107,Springview Hill,48
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117760,Mona,432152,Page,16,0,353152,Ohio Pass,219,Lavadorinhos,Portugal,PT,PRT,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104647,Inna,424099,Marco,14,0,345099,Melby Court,164,Pniewy,Poland,PL,POL,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112440,Inga,428876,McVeagh,14,0,349876,Mitchell Terrace,44,Zebrzydowice,Poland,PL,POL,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110217,Kelbee,427522,Lawrenz,5,0,348522,Lotheville Road,207,Rennebu,Norway,NO,NOR,N,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104947,Cleo,424273,Benard,10,1,345273,Bartelt Circle,10,Piojó,Colombia,CO,COL,N,786871,Pepper Wood Avenue,216
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,102802,Roshelle,422947,Piwall,4,0,343947,Petterle Way,99,Deskle,Slovenia,SI,SVN,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,113349,Worthington,429431,Cutress,14,0,350431,David Parkway,94,Bremen,Germany,DE,DEU,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112918,Gearalt,429175,Greed,8,0,350175,Hallows Way,236,Kybartai,Lithuania,LT,LTU,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,107859,Les,426073,Linnit,4,1,347073,Mallory Drive,113,Gardawice,Poland,PL,POL,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103535,Burg,423399,Stutely,12,0,344399,Summit Center,157,Evansville,United States,US,USA,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110122,Cletus,427464,Mechan,15,0,348464,Mockingbird Plaza,174,Łaskarzew,Poland,PL,POL,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115257,Blythe,430606,Conaghy,4,0,351606,Commercial Way,39,Aix-en-Provence,France,FR,FRA,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103251,Lorinda,423231,Alywen,6,0,344231,Aberg Park,210,Fort Smith,Canada,CA,CAN,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103205,Bettine,423201,Hallut,16,0,344201,Heffernan Plaza,120,El Cerrito,Mexico,MX,MEX,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113505,Sheridan,429526,Delia,11,0,350526,Delladonna Court,19,Aachen,Germany,DE,DEU,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117341,Nert,431887,Lage,10,0,352887,Loftsgordon Crossing,205,Emmeloord,Netherlands,NL,NLD,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104166,Lenka,423797,Harrell,7,0,344797,Hintze Park,148,San Antonio,Mexico,MX,MEX,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103263,Cele,423236,Sokale,9,0,344236,Spenser Way,214,Fort Lauderdale,United States,US,USA,N,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105902,Hester,424857,Bains,9,0,345857,Anthes Parkway,153,Teno,Chile,CL,CHL,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110332,Fabe,427584,Fossord,18,0,348584,Fremont Avenue,147,Abashiri,Japan,JP,JPN,N,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104644,Gram,424096,Stretton,1,0,345096,Summer Ridge Place,248,Chicago,United States,US,USA,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109164,Irving,426877,Tregunnah,4,0,347877,Thierer Road,200,Greensboro,United States,US,USA,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112292,Vinny,428789,Winwright,5,0,349789,Waubesa Avenue,55,Salt Lake City,United States,US,USA,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112730,Elli,429058,Klimes,12,0,350058,Lien Avenue,69,Schiedam postbusnummers,Netherlands,NL,NLD,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111656,Rebe,428403,Enrico,10,0,349403,Esker Crossing,116,Míthymna,Greece,GR,GRC,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109048,Desmund,426809,Morrad,3,0,347809,Moulton Avenue,7,Mó,Portugal,PT,PRT,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112451,Marcelia,428884,Fairfoul,11,1,349884,Fair Oaks Court,148,Rodhítsa,Greece,GR,GRC,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114907,Claudetta,430388,Copestick,16,0,351388,Coolidge Point,26,Salon-de-Provence,France,FR,FRA,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114072,Demetris,429880,Ferrao,14,1,350880,Fieldstone Avenue,54,Ballyboden,Ireland,IE,IRL,Y,787568,Lakeland Street,61
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114944,Marisa,430412,Cleaveland,11,0,351412,Clyde Gallagher Lane,70,Saint-Jean-de-Védas,France,FR,FRA,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104475,Daisey,423994,Marcq,7,1,344994,Melby Junction,166,Pniewy,Poland,PL,POL,Y,786830,Menomonie Court,181
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114552,Kelsey,430175,Gimson,8,1,351175,Granby Trail,147,Sagara,Japan,JP,JPN,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117501,Jeremias,431983,Cathery,15,0,352983,Cascade Trail,35,Orléans,France,FR,FRA,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102499,Vaughan,422761,Cashford,2,1,343761,Carioca Way,130,Locminé,France,FR,FRA,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104677,Ingamar,424115,Zorn,13,1,345115,Westridge Alley,182,Huntington,United States,US,USA,N,786849,Cody Street,36
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,107570,Stuart,425882,Tie,7,0,346882,Sycamore Junction,73,Farmington,United States,US,USA,N,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114589,Magdalene,430200,Hornbuckle,13,0,351200,Ilene Crossing,228,Harderwijk,Netherlands,NL,NLD,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105664,Vanny,424698,Marwick,12,1,345698,Melrose Point,1,Płońsk,Poland,PL,POL,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,113068,Sloan,429266,Bottell,12,0,350266,Bonner Way,183,Libochovice,Czech Republic,CZ,CZE,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,113281,Lothaire,429390,Lindup,4,0,350390,Mallard Plaza,240,Dzwola,Poland,PL,POL,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108552,Culver,426505,Maven,13,0,347505,Menomonie Avenue,217,Siemianowice Śląskie,Poland,PL,POL,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114591,Renaud,430201,Grandham,6,0,351201,Hallows Alley,247,Sala,Latvia,LV,LVA,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104448,Natal,423976,Romeuf,13,0,344976,Ronald Regan Terrace,3,Kungsbacka,Sweden,SE,SWE,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106722,Bebe,425361,Rouse,14,0,346361,Roxbury Place,204,Partille,Sweden,SE,SWE,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111217,Cori,428140,Ahearne,12,0,349140,5th Court,102,Duncan,Canada,CA,CAN,N,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108202,Lotta,426294,Traice,4,1,347294,Thackeray Lane,196,Charlotte,United States,US,USA,N,787118,Ilene Hill,212
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105427,Gwenni,424566,Wrist,14,0,345566,Weeping Birch Parkway,98,Roanoke,United States,US,USA,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113863,Kailey,429750,Freeman,15,0,350750,Fulton Parkway,139,Fujinomiya,Japan,JP,JPN,N,,,
