childid,first_name,familyid,age,misbehaviorindex
116859,Pavla,431589,4,0.0716691508
116860,Newton,431590,8,0.0000330184
116861,Mattheus,431591,10,0.0030506507
116862,Enid,431591,6,0.0054963384
116863,Marianna,431592,0,0.536166515
116864,Nadean,431592,17,0.2528342665
116865,Weston,431592,3,0.0240388457
116866,Coreen,431593,11,0.6160296712
116867,Ambrosio,431593,16,0.0083521298
116868,Mariellen,431594,9,0.0029493395
116869,Francine,431594,5,0.0727077569
116870,Aristotle,431594,12,0.0000746595
116871,Shanan,431595,14,0.1736794653
116872,Lucias,431596,11,0.0341023984
116873,Nara,431596,12,0.0002243767
116874,Carmencita,431597,5,2.0022873E-7
116875,Timmie,431598,12,0.0160804679
116876,Madelyn,431599,10,0.3270502189
116877,Kacey,431600,15,0.0897509455
116878,Gustave,431600,12,0.011334322
116879,Kimbra,431601,15,0.4040978863
116880,Valene,431601,1,0.1982630114
116881,Athene,431602,12,0.0002533413
116882,Carla,431603,1,2.08117E-10
116883,Sydel,431604,0,0.7713069682
116884,Innis,431605,13,0.0076624208
116885,Jessy,431606,2,0.0003332086
116886,Lowrance,431606,5,0.7686279628
116887,Annie,431606,13,0.0056862344
116888,Elene,431607,5,0.0251720971
116889,Westbrook,431608,4,0.1202593367
116890,Halli,431609,2,0.0010324219
116891,Chen,431609,7,0.3304734666
116892,Giulio,431610,8,2.7941576E-7
116893,Trixi,431610,1,4.991821E-7
116894,Chandal,431611,13,0.0281794167
116895,Paulie,431612,1,0.0185622587
116896,Emmalyn,431612,10,0.031771272
116897,Anne,431613,7,5.021485E-11
116898,Frasco,431614,2,0.4592835994
116899,Lanny,431615,11,0.0014801031
116900,Antonin,431615,3,0.0119997223
116901,Chaddie,431616,0,0.5126827716
116902,Lian,431617,10,0.2373155957
116903,Davida,431618,4,0.0852172557
116904,Maury,431619,6,0.0783400166
116905,Kala,431620,12,0.0050598696
116906,Elvin,431621,0,0.0964533197
116907,Gage,431622,1,0.0083807646
116908,Selma,431623,8,0.0033472598
116909,Geraldine,431624,4,0.2985322538
116910,Corie,431625,7,0.8889343912
116911,Hayden,431625,13,0.0883815605
116912,Wash,431626,8,0.418710625
116913,Lucky,431626,5,0.0167514263
116914,Clayborne,431627,11,0.0076979521
116915,Cordey,431627,16,0.2550933486
116916,Clarinda,431628,4,0.0000401758
116917,Berti,431628,16,6.8468769E-6
116918,Dela,431628,17,0.0104737393
116919,Almeda,431629,18,0.9915142687
116920,Alberik,431630,13,0.0108130316
116921,Svend,431631,6,0.560592934
116922,Valeria,431631,10,0.0728297863
116923,Reg,431632,17,0.0260916237
116924,Ida,431633,15,0.0011196781
116925,Melania,431633,1,0.4049734891
116926,Marys,431633,2,0.0000264657
116927,Zorine,431634,17,0.0053787784
116928,Myrvyn,431634,1,4.7722482E-9
116929,Maura,431634,10,0.1275912598
116930,Veda,431635,12,0.9200398005
116931,Franni,431636,17,0.5882471269
116932,Kristyn,431636,3,0.839155495
116933,Rafa,431637,10,0.5108884838
116934,Flor,431637,1,0.0515101899
116935,Leeanne,431637,7,0.1777872121
116936,Maryjo,431638,15,0.8264621198
116937,Belinda,431638,11,0.2055325764
116938,Clayborne,431639,16,0.0016236572
116939,Anderson,431639,6,0.0002745083
116940,Catherine,431639,7,8.3694025E-8
116941,Rhonda,431640,6,0.5930335475
116942,Oberon,431641,17,0.7030171862
116943,Fransisco,431641,3,0.7021753935
116944,Fernando,431641,3,0.2913549658
116945,Hermy,431642,4,0.2515231518
116946,Fabe,431643,15,0.1339757697
116947,Shawna,431644,4,0.0633393109
116948,Rochelle,431644,6,2.8321867E-7
116949,Inessa,431644,8,0.0035520255
116950,Dorolisa,431645,14,0.0175861769
116951,Payton,431645,7,2.5961155E-6
116952,Patience,431645,9,0.4417364637
116953,Andres,431646,1,0.0501018148
116954,Thaddus,431646,12,0.6229079911
116955,Sigismondo,431647,13,0.029839721
116956,Brendin,431648,10,0.001080512
116957,Rosalia,431648,0,0.1954598352
116958,Lenard,431649,11,0.6232314721
116959,Leanora,431650,14,0.7015074799
116960,Roshelle,431650,13,0.3059975845
116961,Pincas,431650,17,0.0603862601
116962,Goddart,431651,0,0.1066411249
116963,Ingaberg,431651,10,5.7993611E-6
116964,Loralie,431651,3,0.8682575841
116965,Millisent,431652,12,8.2316839E-6
116966,Clemmie,431652,4,2.1009462E-8
116967,Georgeta,431652,8,0.162349997
116968,Jemie,431653,15,0.0242556075
116969,Halette,431654,15,1.9341273E-6
116970,Marthena,431654,1,0.0032890429
116971,Hedwig,431655,4,0.9675503324
116972,Talya,431655,6,0.0000359766
116973,Richmond,431656,12,0.9412211014
116974,Jerome,431657,11,0.4646538905
116975,Shawn,431657,14,0.4536112791
116976,Lynelle,431658,2,0.0077177524
116977,Derron,431659,7,0.0002547918
116978,Tiffie,431659,14,0.6450663202
116979,Danyelle,431660,17,0.000542113
116980,Kev,431660,3,0.0038559286
116981,Lanita,431661,13,5.0880522E-7
116982,Annecorinne,431661,4,0.0013328917
116983,Sylvester,431662,14,0.1027258942
116984,Nell,431663,10,0.0004077437
116985,Ema,431664,18,4.8741476E-9
116986,Berry,431665,16,3.0470388E-9
116987,Florence,431665,12,0.0522816331
116988,Colby,431666,7,0.0122098392
116989,Melvin,431666,5,0.0061905993
116990,Darius,431667,3,0.2392746939
116991,Roman,431668,1,0.0000552786
116992,Dalila,431668,9,0.0044298051
116993,Ariel,431668,6,0.0062431766
116994,Amata,431669,4,0.0959466694
116995,Lancelot,431669,8,0.0001184227
116996,Lindy,431669,12,0.0037206273
116997,Cortney,431670,14,0.1013331308
116998,Arlana,431671,13,0.1871113403
116999,Finn,431671,13,0.0000420146
117000,Florentia,431672,1,2.1462956E-6
117001,Hodge,431673,6,0.1718675724
117002,Beret,431674,1,0.0000305984
117003,Antonietta,431675,5,0.2512017266
117004,Deny,431676,3,4.002153E-10
117005,Jarret,431676,12,0.0000324238
117006,Vi,431677,14,0.0231212991
117007,Hastings,431678,9,0.0856258668
117008,Ferris,431679,14,0.1617680947
117009,Jeno,431680,4,0.0016931199
117010,Cherye,431681,13,0.0663966492
117011,Dyann,431682,4,0.1253314921
117012,Kermit,431683,11,0.0000104299
117013,Ode,431683,5,5.2696703E-9
117014,Say,431683,4,1.9676142E-7
117015,Evonne,431684,6,0.0124084141
117016,Dusty,431685,2,0.0014659212
117017,Bill,431686,3,0.0513699879
117018,Kinna,431686,7,0.9485621362
117019,Christean,431687,8,0.0424431306
117020,Ennis,431688,13,0.149875726
117021,Nehemiah,431689,12,0.0001250553
117022,Roanne,431690,14,0.0781067001
117023,Cristi,431690,17,0.0486839609
117024,Ric,431690,11,0.1235967804
117025,Tamra,431691,13,0.8545970143
117026,Rivy,431692,7,0.0271801878
117027,Godfrey,431692,5,0.0560709567
117028,Kingston,431692,11,0.737043111
117029,Julie,431693,0,0.3109795618
117030,Deborah,431693,13,0.0388621193
117031,Beniamino,431694,3,0.2958685385
117032,Lacee,431695,4,0.2270788229
117033,Margette,431696,3,0.2224362279
117034,Ava,431696,9,0.7761052019
117035,Bronson,431697,13,0.0004040852
117036,Velma,431698,9,0.4730204523
117037,Sydel,431699,17,0.2175321454
117038,Orly,431699,14,0.0001219183
117039,Rosette,431700,15,0.0269764808
117040,Antoinette,431700,1,2.5543192E-7
117041,Massimo,431700,12,3.8486051E-6
117042,Sheena,431701,9,4.8996881E-8
117043,Upton,431702,1,0.7345359931
117044,Olympe,431703,17,0.0273934438
117045,Ibbie,431704,10,0.0795464505
117046,Gerri,431705,4,0.0004154739
117047,Horace,431705,7,0.0394308525
117048,Valentijn,431705,11,0.000331321
117049,Way,431706,3,0.0378893356
117050,Derron,431707,16,1.9360865E-7
117051,Dorry,431707,3,0.8876585521
117052,Floyd,431708,0,0.0002491659
117053,Nicolas,431708,13,0.0016211454
117054,Emelina,431708,10,0.3496634946
117055,Bax,431709,9,0.0003751861
117056,Briney,431710,5,0.3422146852
117057,Linell,431711,16,0.1912660423
117058,Garvey,431712,3,0.3693099411
117059,Tessy,431713,4,0.1189231469
117060,Chen,431713,7,0.6995050475
117061,Powell,431713,6,0.0622842624
117062,Emmott,431714,4,0.6025677875
117063,Case,431714,10,0.0000234932
117064,Zena,431714,6,0.0763377969
117065,Tiffy,431715,17,0.0337554235
117066,Clarabelle,431715,2,0.0001135497
117067,Cesare,431716,6,0.6987984202
117068,Barthel,431716,4,0.4272574649
117069,Dania,431717,11,0.508413251
117070,Ted,431718,5,0.0012941906
117071,Alina,431719,5,0.4329297475
117072,Xerxes,431719,18,0.1656872483
117073,Ulric,431720,4,0.947925359
117074,Emory,431721,5,0.0073771377
117075,Bethany,431721,1,0.0622633785
117076,Baird,431721,2,0.0502753491
117077,Berne,431722,13,0.1352238778
117078,Pietro,431723,2,0.0031706184
117079,Roobbie,431724,1,0.145193941
117080,Janith,431725,15,0.0071252049
117081,Glynn,431726,10,0.1162990979
117082,Blithe,431727,10,0.8298161401
117083,Jessi,431727,5,7.1432617E-8
117084,Cathleen,431727,10,0.0466067275
117085,Roderic,431728,0,0.007445746
117086,Fanni,431729,4,0.0001056149
117087,Petunia,431730,14,0.000296906
117088,Akim,431731,12,0.1466475542
117089,Biddy,431732,9,0.0277224581
117090,Alaster,431732,8,0.006277471
117091,Karita,431732,17,0.2940202183
117092,Priscella,431733,7,0.1436478674
117093,Bridget,431733,3,0.0197160238
117094,Hedvige,431734,17,0.0466794554
117095,Jania,431734,16,0.0203023472
117096,Doris,431735,9,0.0003783522
117097,Caldwell,431736,10,0.7385834713
117098,Candi,431737,4,0.0275219153
117099,Sarette,431737,5,0.4085660903
117100,Flori,431738,11,0.5035439153
117101,Kimberli,431738,15,0.0040195442
117102,George,431739,17,0.211218687
117103,Rita,431740,10,0.0006189883
117104,Layla,431741,17,0.139386135
117105,Richardo,431742,8,0.3411365136
117106,Bond,431742,3,1.2475086E-7
117107,Estell,431743,11,0.4894232533
117108,Sapphire,431743,10,2.9853498E-6
117109,Charline,431743,7,0.8857318669
117110,Jarrett,431744,6,0.0154256071
117111,Jasper,431744,3,0.0004305293
117112,Cornelius,431745,1,0.00129938
117113,Philippa,431745,0,0.0060675575
117114,Osborn,431746,9,4.5355082E-6
117115,Torey,431746,2,0.0403461801
117116,Frasquito,431747,1,4.6579646E-8
117117,Hetti,431748,8,0.0175457192
117118,Gibbie,431748,4,0.0150629364
117119,Xylia,431749,3,0.0749112916
117120,Inger,431750,4,0.0462257322
117121,Vonni,431751,4,0.2684083364
117122,Harmon,431751,8,0.0000973974
117123,Shadow,431751,13,0.0545416913
117124,Ora,431752,3,0.8557700137
117125,Davidde,431753,13,0.0001044004
117126,Lynnea,431754,7,0.0068384713
117127,Olivie,431754,7,0.0054102162
117128,Elisha,431755,12,0.1540210728
117129,Dore,431756,7,0.2535252067
117130,Drud,431757,4,1.0223658E-7
117131,Dulcinea,431757,6,0.4502603237
117132,Trstram,431758,4,0.0089408132
117133,Emylee,431758,10,0.0029670394
117134,Eugenia,431758,4,0.0024867141
117135,Timmi,431759,3,0.973509333
117136,Terrijo,431760,7,0.3177828893
117137,Omar,431760,6,0.9959951873
117138,Susie,431761,9,0.1067521962
117139,Ulrich,431762,5,0.4797083696
117140,Udale,431763,6,0.0237785448
117141,Alvan,431763,14,0.9648018301
117142,Guthry,431764,1,3.2436012E-6
117143,Levin,431764,15,0.0264735771
117144,Jolynn,431764,11,0.0042915883
117145,Husein,431765,18,0.0264116335
117146,Johan,431766,1,0.000267522
117147,Fabien,431766,16,0.0005505923
117148,Allan,431766,1,0.3420099935
117149,Agathe,431767,1,0.0000273146
117150,Hollie,431768,10,0.6457977516
117151,Casar,431769,13,0.0025106776
117152,Benoit,431770,4,0.004242768
117153,Lesley,431771,1,0.0041448692
117154,Zebadiah,431772,6,0.0000178767
117155,Charlene,431772,13,0.200005885
117156,Cheston,431772,15,0.0200170047
117157,Aleksandr,431773,3,0.1674737123
117158,Kahaleel,431773,3,0.0568275115
117159,Darsey,431774,11,0.0004648695
117160,Wilhelmine,431774,8,0.2233524256
117161,Olenka,431775,17,0.0073089536
117162,Lauretta,431775,7,0.0009131707
117163,Hamlin,431776,3,0.0055278366
117164,Trey,431777,17,0.0090383604
117165,Myranda,431778,14,0.1213349754
117166,Noelani,431778,6,0.0008862408
117167,Price,431779,9,0.1252882887
117168,Mariellen,431780,12,0.2363930172
117169,Boony,431781,15,0.0061229616
117170,Gerda,431782,2,2.739111E-18
117171,Yasmin,431783,7,0.2217650723
117172,Dugald,431783,1,0.3079747654
117173,Jerrome,431783,12,0.0054045413
117174,Philip,431784,4,0.0000101103
117175,Wilona,431785,2,0.08087999
117176,Enos,431786,10,0.000338799
117177,Ralf,431786,14,0.0122864724
117178,Merna,431787,14,0.0114708229
117179,Nappy,431787,11,0.8423261495
117180,Jacquetta,431788,1,0.000999982
117181,Hamilton,431788,14,0.0064634131
117182,Dynah,431789,9,0.1580914986
117183,Karrah,431789,6,0.0000137862
117184,Elke,431789,2,2.7080691E-8
117185,Corbie,431790,4,1.2734492E-7
117186,Derek,431791,12,0.0108882565
117187,Gabriela,431792,11,0.0000925291
117188,Waylan,431793,5,0.0223015651
117189,Broderick,431793,5,0.0000208424
117190,Devy,431793,15,0.2873939518
117191,Renae,431794,16,0.0014491572
117192,Bryon,431795,5,0.1856770436
117193,Brockie,431795,12,0.0204019837
117194,Nadiya,431795,4,0.0014386762
117195,Brian,431796,4,0.0063284525
117196,Sibby,431796,3,0.115338452
117197,Kristen,431797,12,0.2371281823
117198,Justinian,431797,14,0.0000458774
117199,Val,431798,1,0.0142957222
117200,Gard,431799,9,0.004557393
117201,Selinda,431800,2,4.3536931E-8
117202,Travis,431801,17,0.0002741019
117203,Lynnett,431802,8,0.9425932713
117204,Stormie,431802,18,0.0036806354
117205,Trudey,431802,10,1.9374927E-8
117206,Dani,431803,4,0.0005438535
117207,Carola,431804,2,0.0234156825
117208,Juliette,431804,13,0.0131181422
117209,Denys,431804,6,2.6465014E-6
117210,Herrick,431805,14,0.6767788996
117211,Janek,431806,16,5.0166135E-8
117212,Micki,431806,7,0.0314538049
117213,Clementine,431806,14,1.303796E-14
117214,Brittaney,431807,1,0.3690020543
117215,Gerladina,431807,15,0.000013814
117216,Archibaldo,431807,13,0.4141877088
117217,Garland,431808,12,0.0000747174
117218,Lucas,431808,1,0.013345845
117219,Maureene,431809,16,0.847132937
117220,Gherardo,431810,4,0.0330189727
117221,Donnie,431811,4,0.8884405671
117222,Myrilla,431812,16,0.300735394
117223,Glenna,431813,7,0.0030020488
117224,Stanley,431814,6,0.2182326404
117225,Beverie,431815,16,0.1629483812
117226,Ephrem,431815,3,0.0147995786
117227,Niccolo,431815,3,0.0429620409
117228,Ira,431816,17,0.1726519461
117229,Wake,431816,8,0.8799035255
117230,Genna,431816,10,0.4462579102
117231,Erminia,431817,13,0.1027130062
117232,Gigi,431818,15,0.1648247278
117233,Stella,431819,7,0.2196049796
117234,Corty,431820,15,0.0008452179
117235,Koren,431821,8,0.000356359
117236,Raff,431822,4,0.6014815105
117237,Aubert,431822,12,0.0071039993
117238,Georgine,431823,13,0.0000189753
117239,Berton,431824,3,0.4767511419
117240,Charlean,431825,9,0.2957753885
117241,Karrah,431826,11,0.0145810138
117242,Morey,431827,10,0.1750884717
117243,Morly,431828,15,0.1104833927
117244,Bradney,431829,5,0.0021177163
117245,Caz,431829,4,0.0822516889
117246,Margareta,431829,13,0.5589578434
117247,Joellyn,431830,8,0.0100120783
117248,Maury,431831,8,4.3639845E-8
117249,Jacklyn,431832,7,0.0160020996
117250,Benoit,431833,12,0.0818121529
117251,Antin,431834,6,0.3854243199
117252,Jamey,431835,11,0.0001177342
117253,Sophi,431836,15,0.0040627734
117254,Mattheus,431836,1,0.0001722419
117255,Matilda,431837,15,0.1276703169
117256,Deane,431838,16,2.3778533E-8
117257,Ortensia,431838,4,0.1550014716
117258,Daisie,431839,7,9.627762E-12
117259,Bernie,431839,4,0.0000457302
117260,Garry,431840,7,0.0000140113
117261,Casi,431840,13,0.0203587139
117262,Rourke,431841,2,0.0176098214
117263,Mathe,431842,17,5.7623542E-7
117264,Lita,431842,9,0.0172544566
117265,Willdon,431843,1,0.3790091792
117266,Kevan,431843,2,0.6177123211
117267,Neron,431844,3,0.0016114148
117268,Casar,431845,5,0.0133208325
117269,Taylor,431845,17,0.0243795434
117270,Tiffi,431846,17,0.0375753348
117271,Ofella,431847,3,0.0000776104
117272,Josepha,431848,0,0.4845464552
117273,Lucais,431848,12,0.9714177366
117274,Matteo,431849,14,0.0000150473
117275,Meggie,431850,16,0.0102133356
117276,Joann,431851,9,0.0022449949
117277,Woodman,431851,17,0.0285685102
117278,Dallas,431852,4,0.1089029678
117279,Adrienne,431853,11,0.008718183
117280,Nessie,431853,18,0.0357406599
117281,Cheri,431854,16,4.1769798E-6
117282,Wain,431854,1,0.005182894
117283,Eliza,431855,7,0.0556752128
117284,Fanchette,431856,7,0.0001072844
117285,Angelika,431857,18,4.9674922E-9
117286,Consalve,431858,3,0.7950762389
117287,Benedikt,431858,1,0.0002984546
117288,Raymond,431858,8,0.0010990323
117289,Eran,431859,2,0.0927423677
117290,Berkeley,431860,5,0.0609150291
117291,Arabella,431860,3,0.0105195087
117292,Hewet,431860,3,0.6449198712
117293,Ikey,431861,1,0.0006051323
117294,Roseline,431861,8,0.9444401979
117295,Aurelea,431862,1,0.0459971001
117296,Linnet,431863,6,0.1839522007
117297,Christel,431863,11,0.0001773848
117298,Jacob,431863,1,0.0040565971
117299,Herbie,431864,8,0.0057443279
117300,Elga,431864,0,0.0085462311
117301,Alanson,431865,17,0.0185233965
117302,Ursulina,431865,18,0.001466699
117303,Nicol,431866,7,0.2416967776
117304,Ellissa,431867,17,0.0778966688
117305,Cordie,431868,6,0.0838587276
117306,Mandy,431869,14,0.0234293457
117307,Emory,431869,14,0.008031385
117308,Cheslie,431870,18,0.000587864
117309,Gerhardine,431870,4,0.7369304652
117310,Mellisa,431870,13,0.0000180968
117311,Isahella,431871,10,9.1199062E-7
117312,Kevina,431872,18,0.0004562634
117313,Alyssa,431872,14,0.0211896856
117314,Rozalie,431873,16,0.0715712219
117315,Maximilien,431873,7,0.1768483662
117316,Thaddeus,431874,1,0.5586896671
117317,Rudolf,431874,13,0.0001106169
117318,Brnaby,431874,8,0.1486909949
117319,Madel,431875,14,8.1403385E-7
117320,Maire,431875,6,0.0002419585
117321,Fayette,431875,13,0.9718531877
117322,Marianna,431876,16,0.1529399002
117323,Cynthia,431876,5,0.0000180553
117324,Gage,431877,15,0.0742493091
117325,Claudio,431878,6,0.1187512712
117326,Chickie,431879,14,0.0000721126
117327,Roobbie,431880,15,0.2041072444
117328,Carolina,431880,11,0.0023467658
117329,Pancho,431880,2,1.1459423E-6
117330,Delmore,431881,9,3.671074E-6
117331,Danyelle,431881,12,0.060231692
117332,Corie,431882,1,0.622219166
117333,Eliza,431882,1,0.0011703425
117334,Leonanie,431883,13,0.0564776293
117335,Coop,431883,5,0.000232572
117336,Goddart,431884,16,2.3058039E-6
117337,Marieann,431884,17,0.0108943624
117338,Kevyn,431884,17,0.0583613502
117339,Nappy,431885,6,0.6257143303
117340,Inger,431886,16,0.0118193763
117341,Nert,431887,12,0.8846812794
117342,Thornton,431888,4,1.2834759E-7
117343,Georas,431888,7,0.0017487267
117344,Zsazsa,431889,8,0.029076545
117345,Floria,431889,12,7.2704334E-7
117346,Jocelyn,431890,1,4.8647739E-9
117347,Annora,431890,10,0.7510144371
117348,Janela,431890,4,0.0414131099
117349,Moshe,431891,5,0.6974400866
117350,Osmund,431892,6,0.0127235761
117351,Letta,431892,12,0.0904205433
117352,Drucie,431892,8,0.4524182733
117353,Alden,431893,1,6.1895263E-6
117354,Harriett,431894,4,0.0961784263
117355,Stern,431894,11,0.7004693921
117356,Yard,431895,6,0.1184837384
117357,Sorcha,431895,8,0.0001959258
117358,Asia,431896,13,0.0001308583
117359,Lauri,431896,2,0.0227869312
117360,Currey,431897,8,7.700556E-10
117361,Pasquale,431897,16,0.4844787088
117362,Worthy,431898,8,0.7546749647
117363,Maria,431898,2,0.394119869
117364,Almeria,431899,15,0.0321723086
117365,Scottie,431899,12,0.4356787547
117366,Waite,431899,1,0.0005846368
117367,Arabela,431900,17,0.0381965021
117368,Loren,431901,2,5.773363E-10
117369,Emelen,431901,13,0.1595831888
117370,Agustin,431901,3,0.4698620625
117371,Easter,431902,3,0.3950159834
117372,Maxim,431902,3,0.1185823111
117373,Jewel,431902,7,0.0004680796
117374,Augustina,431903,14,0.0011522605
117375,Carmina,431904,6,0.0039061353
117376,Layla,431905,14,0.0769057783
117377,Hailee,431906,11,0.0002438268
117378,Pippa,431907,12,0.8887794929
117379,Candi,431907,4,0.0009783958
117380,Ashil,431907,13,0.2562809319
117381,Harley,431908,8,0.0090225815
117382,Florida,431909,12,0.0691643487
117383,Mireille,431909,14,0.025409667
117384,Rosalind,431910,14,0.0000107543
117385,Elliot,431911,6,0.1003527933
117386,Asher,431911,12,0.0041723969
117387,Cherrita,431912,18,0.0081937836
117388,Camel,431912,5,0.3251158871
117389,Birgit,431912,9,0.0003281817
117390,Ignacius,431913,1,0.0009991443
117391,Babbie,431913,15,0.0523342254
117392,Tandi,431914,11,0.0007660548
117393,Farrel,431915,0,0.1153818999
117394,Richy,431916,17,0.0076229438
117395,Philip,431917,9,0.8134723814
117396,Jodi,431918,9,0.4249928856
117397,Staffard,431918,14,0.0003201017
117398,Wenonah,431918,11,4.0494383E-7
117399,Faythe,431919,4,0.11397161
117400,Noam,431920,9,0.6380580673
117401,Waly,431921,9,0.0409091933
117402,Thorvald,431921,1,0.0339314241
117403,Vivyan,431921,18,0.1955165229
117404,Linette,431922,14,0.0001483121
117405,Shell,431922,14,0.1876883403
117406,Tedda,431922,3,0.0000617835
117407,Web,431923,7,0.3146778036
117408,Ringo,431923,6,0.0000159236
117409,Frederick,431924,2,0.0391761321
117410,Emmye,431925,11,0.8886181592
117411,Gerrilee,431925,17,4.685746E-7
117412,Bari,431926,5,6.0347978E-8
117413,Avery,431926,10,0.9097609562
117414,Faustine,431927,13,0.0003045493
117415,Brandea,431928,15,0.0025834099
117416,Prudy,431928,0,0.0030289068
117417,Reece,431929,12,0.0091984125
117418,Christiane,431929,7,0.0129909605
117419,Julina,431930,1,0.4740020824
117420,Tootsie,431931,12,0.323993392
117421,Bethany,431931,16,0.011176727
117422,Feodor,431932,0,0.017734126
117423,Judas,431933,10,0.0000134103
117424,Annemarie,431934,6,0.3035554056
117425,Niko,431935,5,0.0037493875
117426,Nolan,431935,14,0.0328758714
117427,Decca,431936,13,0.0841287791
117428,Bronson,431937,13,0.2052044124
117429,Kevan,431937,2,0.2767633196
117430,Leonid,431938,7,0.3049022719
117431,Shaylynn,431939,17,0.0013914929
117432,Harris,431940,1,2.2915275E-6
117433,Cayla,431940,15,0.0414361494
117434,Saunders,431940,1,0.0002543355
117435,Novelia,431941,2,0.0037720271
117436,Sidoney,431942,17,0.0053032978
117437,Cilka,431942,0,2.8625367E-6
117438,Devina,431942,5,0.2762505202
117439,Darryl,431943,7,0.0396960603
117440,Beryl,431943,14,0.1808319062
117441,Fabio,431943,11,0.0591246923
117442,Cynthie,431944,0,0.0000521148
117443,Annelise,431945,11,0.3073723482
117444,Giovanna,431945,2,0.0074515789
117445,Abdel,431946,3,0.0017008293
117446,Bartholemy,431947,0,0.1111368476
117447,Shannon,431947,2,0.007584632
117448,Bea,431948,0,0.0000298959
117449,Roger,431949,4,0.0201338944
117450,Julee,431949,8,0.0000110368
117451,Marietta,431950,9,0.3088677171
117452,Xymenes,431950,1,4.0686038E-8
117453,Brig,431951,7,0.0308373954
117454,Killie,431952,14,0.4753447706
117455,Emelda,431952,13,0.4877508933
117456,Ara,431952,3,0.0000849132
117457,Lowell,431953,18,0.001269877
117458,Pebrook,431954,1,0.0000164577
117459,Si,431955,7,0.0423955859
117460,Petey,431955,5,0.7142553939
117461,Matthaeus,431955,11,0.0000390799
117462,Sula,431956,16,0.0187499063
117463,Ardra,431957,10,0.000859539
117464,Torrin,431958,1,0.0827707225
117465,Lynnet,431959,13,0.4134737237
117466,Nicolai,431960,11,0.002617709
117467,Viki,431961,7,1.8401468E-8
117468,Winne,431962,15,8.0629118E-6
117469,Nariko,431963,1,0.0175368662
117470,Daloris,431964,1,0.16288386
117471,Mohandas,431965,13,0.3337492171
117472,Devonna,431965,7,0.0000773553
117473,Tris,431966,11,4.2464727E-6
117474,Kristi,431967,5,0.013844029
117475,Ware,431968,9,8.8070608E-6
117476,Juliane,431968,10,0.0547834084
117477,Kathy,431969,9,0.3562505396
117478,Antonino,431969,13,2.2008549E-6
117479,Linc,431969,17,0.0548684117
117480,Thacher,431970,15,0.3199497552
117481,Hunfredo,431971,16,0.8489864337
117482,Peter,431972,9,0.0010264323
117483,Aileen,431972,1,0.1157334466
117484,Lolita,431973,10,0.0786395246
117485,Humbert,431973,4,0.0001371092
117486,Gwennie,431974,6,0.0460274705
117487,Sophronia,431974,18,0.4687357172
117488,Bess,431975,17,0.0558054589
117489,Fax,431975,11,0.0005146363
117490,Jana,431976,11,0.5286099245
117491,Chip,431977,16,0.6592179534
117492,Lorianna,431977,17,0.0001548102
117493,Verene,431978,11,0.0194482875
117494,Nady,431979,12,0.0121586188
117495,Meridel,431979,16,0.7469888741
117496,Udall,431979,17,0.2935237081
117497,Christin,431980,15,0.0151525272
117498,Brendon,431981,4,0.0114251816
117499,Lana,431982,3,0.0021018049
117500,Garek,431982,6,0.0000154865
117501,Jeremias,431983,16,0.7987669658
117502,Ame,431984,12,0.0078478655
117503,Ophelie,431984,9,6.6227631E-6
117504,Vivianna,431985,2,0.0490108899
117505,Xenia,431985,4,0.000157294
117506,Benita,431986,7,0.0000110091
117507,Vito,431987,4,0.4739329082
117508,Huntley,431987,13,0.1438206085
117509,Deanne,431988,14,0.2124680402
117510,Lu,431989,11,0.0000394757
117511,Phelia,431990,12,0.0788161844
117512,Katti,431990,18,0.681970048
117513,Igor,431991,1,3.6179445E-6
117514,Zelma,431992,16,0.0016302378
117515,Bran,431992,18,0.0108412703
117516,Hugh,431993,12,0.0000225584
117517,Evered,431994,10,0.4677322394
117518,Marabel,431995,3,3.3130811E-6
117519,Tully,431995,3,0.0008800366
117520,Linzy,431996,12,2.0137188E-6
117521,Byram,431996,10,0.0039669576
117522,Luigi,431996,1,0.0888636499
117523,Dwain,431997,11,0.0028457264
117524,Bertrand,431998,12,5.3712448E-6
117525,Camala,431999,15,0.0030338347
117526,Malinda,432000,5,0.3163350122
117527,Wendi,432001,9,0.0794088921
117528,Pren,432002,3,0.0981409901
117529,Alana,432003,5,0.0002736318
117530,Federica,432003,9,5.4204956E-6
117531,Dannel,432003,13,0.0362928233
117532,Sergio,432004,10,7.4098455E-6
117533,Myrtia,432004,7,0.1171082435
117534,Roddy,432005,4,0.0080285068
117535,Carri,432005,15,0.170682919
117536,Davy,432006,2,0.1194886984
117537,Ailbert,432006,4,0.0001908979
117538,Hamlin,432007,10,0.0000818066
117539,Nicolas,432007,5,0.1530935278
117540,Rafaelita,432007,15,0.0030192132
117541,Cash,432008,3,0.3521215903
117542,Pearce,432008,3,0.0306308735
117543,Niel,432009,14,0.0076824069
117544,Paton,432010,11,0.0000477572
117545,Ingaberg,432011,5,0.0815338495
117546,Gaylene,432011,4,0.0527198512
117547,Fowler,432011,8,0.1016314001
117548,Lyndy,432012,2,0.0572031395
117549,Felicia,432013,18,0.0719386147
117550,Janeen,432014,9,0.2812456332
117551,Odell,432014,10,0.0000355046
117552,Meggy,432014,4,0.2369057454
117553,Ricardo,432015,14,0.0047290866
117554,Rodney,432016,10,0.0043735406
117555,Dorris,432016,15,0.270120089
117556,Skell,432017,6,0.1902305064
